020,f1
98612,1020,f1
98612,1040,f1
98612,1060,f1
98612,1080,f1
98612,1100,f1
98612,1120,f1
98612,1140,f1
98612,1160,f1
98612,1180,f1
98612,1200,f1
98612,1220,f1
98612,1240,f1
98612,1260,f1
98612,1280,f1
98612,1300,f1
98612,1320,f1
98612,1340,f1
98612,1360,f1
98612,1380,f1
98612,1400,f1
98613,1020,f1
98613,1040,f1
98613,1060,f1
98613,1080,f1
98613,1100,f1
98613,1120,f1
98613,1140,f1
98613,1160,f1
98613,1180,f1
98613,1200,f1
98613,1220,f1
98613,1240,f1
98613,1260,f1
98613,1280,f1
98613,1300,f1
98613,1320,f1
98613,1340,f1
98613,1360,f1
98613,1380,f1
98613,1400,f1
98614,1020,f1
98614,1040,f1
98614,1060,f1
98614,1080,f1
98614,1100,f1
98614,1120,f1
98614,1140,f1
98614,1160,f1
98614,1180,f1
98614,1200,f1
98614,1220,f1
98614,1240,f1
98614,1260,f1
98614,1280,f1
98614,1300,f1
98614,1320,f1
98614,1340,f1
98614,1360,f1
98614,1380,f1
98614,1400,f1
98615,1020,f1
98615,1040,f1
98615,1060,f1
98615,1080,f1
98615,1100,f1
98615,1120,f1
98615,1140,f1
98615,1160,f1
98615,1180,f1
98615,1200,f1
98615,1220,f1
98615,1240,f1
98615,1260,f1
98615,1280,f1
98615,1300,f1
98615,1320,f1
98615,1340,f1
98615,1360,f1
98615,1380,f1
98615,1400,f1
98616,1020,f1
98616,1040,f1
98616,1060,f1
98616,1080,f1
98616,1100,f1
98616,1120,f1
98616,1140,f1
98616,1160,f1
98616,1180,f1
98616,1200,f1
98616,1220,f1
98616,1240,f1
98616,1260,f1
98616,1280,f1
98616,1300,f1
98616,1320,f1
98616,1340,f1
98616,1360,f1
98616,1380,f1
98616,1400,f1
98617,1020,f1
98617,1040,f1
98617,1060,f1
98617,1080,f1
98617,1100,f1
98617,1120,f1
98617,1140,f1
98617,1160,f1
98617,1180,f1
98617,1200,f1
98617,1220,f1
98617,1240,f1
98617,1260,f1
98617,1280,f1
98617,1300,f1
98617,1320,f1
98617,1340,f1
98617,1360,f1
98617,1380,f1
98617,1400,f1
98618,1020,f1
98618,1040,f1
98618,1060,f1
98618,1080,f1
98618,1100,f1
98618,1120,f1
98618,1140,f1
98618,1160,f1
98618,1180,f1
98618,1200,f1
98618,1220,f1
98618,1240,f1
98618,1260,f1
98618,1280,f1
98618,1300,f1
98618,1320,f1
98618,1340,f1
98618,1360,f1
98618,1380,f1
98618,1400,f1
98619,1020,f1
98619,1040,f1
98619,1060,f1
98619,1080,f1
98619,1100,f1
98619,1120,f1
98619,1140,f1
98619,1160,f1
98619,1180,f1
98619,1200,f1
98619,1220,f1
98619,1240,f1
98619,1260,f1
98619,1280,f1
98619,1300,f1
98619,1320,f1
98619,1340,f1
98619,1360,f1
98619,1380,f1
98619,1400,f1
98620,1020,f1
98620,1040,f1
98620,1060,f1
98620,1080,f1
98620,1100,f1
98620,1120,f1
98620,1140,f1
98620,1160,f1
98620,1180,f1
98620,1200,f1
98620,1220,f1
98620,1240,f1
98620,1260,f1
98620,1280,f1
98620,1300,f1
98620,1320,f1
98620,1340,f1
98620,1360,f1
98620,1380,f1
98620,1400,f1
98621,1020,f1
98621,1040,f1
98621,1060,f1
98621,1080,f1
98621,1100,f1
98621,1120,f1
98621,1140,f1
98621,1160,f1
98621,1180,f1
98621,1200,f1
98621,1220,f1
98621,1240,f1
98621,1260,f1
98621,1280,f1
98621,1300,f1
98621,1320,f1
98621,1340,f1
98621,1360,f1
98621,1380,f1
98621,1400,f1
98622,1020,f1
98622,1040,f1
98622,1060,f1
98622,1080,f1
98622,1100,f1
98622,1120,f1
98622,1140,f1
98622,1160,f1
98622,1180,f1
98622,1200,f1
98622,1220,f1
98622,1240,f1
98622,1260,f1
98622,1280,f1
98622,1300,f1
98622,1320,f1
98622,1340,f1
98622,1360,f1
98622,1380,f1
98622,1400,f1
98623,1020,f1
98623,1040,f1
98623,1060,f1
98623,1080,f1
98623,1100,f1
98623,1120,f1
98623,1140,f1
98623,1160,f1
98623,1180,f1
98623,1200,f1
98623,1220,f1
98623,1240,f1
98623,1260,f1
98623,1280,f1
98623,1300,f1
98623,1320,f1
98623,1340,f1
98623,1360,f1
98623,1380,f1
98623,1400,f1
98624,1020,f1
98624,1040,f1
98624,1060,f1
98624,1080,f1
98624,1100,f1
98624,1120,f1
98624,1140,f1
98624,1160,f1
98624,1180,f1
98624,1200,f1
98624,1220,f1
98624,1240,f1
98624,1260,f1
98624,1280,f1
98624,1300,f1
98624,1320,f1
98624,1340,f1
98624,1360,f1
98624,1380,f1
98624,1400,f1
98625,1020,f1
98625,1040,f1
98625,1060,f1
98625,1080,f1
98625,1100,f1
98625,1120,f1
98625,1140,f1
98625,1160,f1
98625,1180,f1
98625,1200,f1
98625,1220,f1
98625,1240,f1
98625,1260,f1
98625,1280,f1
98625,1300,f1
98625,1320,f1
98625,1340,f1
98625,1360,f1
98625,1380,f1
98625,1400,f1
98626,1020,f1
98626,1040,f1
98626,1060,f1
98626,1080,f1
98626,1100,f1
98626,1120,f1
98626,1140,f1
98626,1160,f1
98626,1180,f1
98626,1200,f1
98626,1220,f1
98626,1240,f1
98626,1260,f1
98626,1280,f1
98626,1300,f1
98626,1320,f1
98626,1340,f1
98626,1360,f1
98626,1380,f1
98626,1400,f1
98627,1020,f1
98627,1040,f1
98627,1060,f1
98627,1080,f1
98627,1100,f1
98627,1120,f1
98627,1140,f1
98627,1160,f1
98627,1180,f1
98627,1200,f1
98627,1220,f1
98627,1240,f1
98627,1260,f1
98627,1280,f1
98627,1300,f1
98627,1320,f1
98627,1340,f1
98627,1360,f1
98627,1380,f1
98627,1400,f1
98628,1020,f1
98628,1040,f1
98628,1060,f1
98628,1080,f1
98628,1100,f1
98628,1120,f1
98628,1140,f1
98628,1160,f1
98628,1180,f1
98628,1200,f1
98628,1220,f1
98628,1240,f1
98628,1260,f1
98628,1280,f1
98628,1300,f1
98628,1320,f1
98628,1340,f1
98628,1360,f1
98628,1380,f1
98628,1400,f1
98629,1020,f1
98629,1040,f1
98629,1060,f1
98629,1080,f1
98629,1100,f1
98629,1120,f1
98629,1140,f1
98629,1160,f1
98629,1180,f1
98629,1200,f1
98629,1220,f1
98629,1240,f1
98629,1260,f1
98629,1280,f1
98629,1300,f1
98629,1320,f1
98629,1340,f1
98629,1360,f1
98629,1380,f1
98629,1400,f1
98630,1020,f1
98630,1040,f1
98630,1060,f1
98630,1080,f1
98630,1100,f1
98630,1120,f1
98630,1140,f1
98630,1160,f1
98630,1180,f1
98630,1200,f1
98630,1220,f1
98630,1240,f1
98630,1260,f1
98630,1280,f1
98630,1300,f1
98630,1320,f1
98630,1340,f1
98630,1360,f1
98630,1380,f1
98630,1400,f1
98631,1020,f1
98631,1040,f1
98631,1060,f1
98631,1080,f1
98631,1100,f1
98631,1120,f1
98631,1140,f1
98631,1160,f1
98631,1180,f1
98631,1200,f1
98631,1220,f1
98631,1240,f1
98631,1260,f1
98631,1280,f1
98631,1300,f1
98631,1320,f1
98631,1340,f1
98631,1360,f1
98631,1380,f1
98631,1400,f1
98632,1020,f1
98632,1040,f1
98632,1060,f1
98632,1080,f1
98632,1100,f1
98632,1120,f1
98632,1140,f1
98632,1160,f1
98632,1180,f1
98632,1200,f1
98632,1220,f1
98632,1240,f1
98632,1260,f1
98632,1280,f1
98632,1300,f1
98632,1320,f1
98632,1340,f1
98632,1360,f1
98632,1380,f1
98632,1400,f1
98633,1020,f1
98633,1040,f1
98633,1060,f1
98633,1080,f1
98633,1100,f1
98633,1120,f1
98633,1140,f1
98633,1160,f1
98633,1180,f1
98633,1200,f1
98633,1220,f1
98633,1240,f1
98633,1260,f1
98633,1280,f1
98633,1300,f1
98633,1320,f1
98633,1340,f1
98633,1360,f1
98633,1380,f1
98633,1400,f1
98634,1020,f1
98634,1040,f1
98634,1060,f1
98634,1080,f1
98634,1100,f1
98634,1120,f1
98634,1140,f1
98634,1160,f1
98634,1180,f1
98634,1200,f1
98634,1220,f1
98634,1240,f1
98634,1260,f1
98634,1280,f1
98634,1300,f1
98634,1320,f1
98634,1340,f1
98634,1360,f1
98634,1380,f1
98634,1400,f1
98635,1020,f1
98635,1040,f1
98635,1060,f1
98635,1080,f1
98635,1100,f1
98635,1120,f1
98635,1140,f1
98635,1160,f1
98635,1180,f1
98635,1200,f1
98635,1220,f1
98635,1240,f1
98635,1260,f1
98635,1280,f1
98635,1300,f1
98635,1320,f1
98635,1340,f1
98635,1360,f1
98635,1380,f1
98635,1400,f1
98636,1020,f1
98636,1040,f1
98636,1060,f1
98636,1080,f1
98636,1100,f1
98636,1120,f1
98636,1140,f1
98636,1160,f1
98636,1180,f1
98636,1200,f1
98636,1220,f1
98636,1240,f1
98636,1260,f1
98636,1280,f1
98636,1300,f1
98636,1320,f1
98636,1340,f1
98636,1360,f1
98636,1380,f1
98636,1400,f1
98637,1020,f1
98637,1040,f1
98637,1060,f1
98637,1080,f1
98637,1100,f1
98637,1120,f1
98637,1140,f1
98637,1160,f1
98637,1180,f1
98637,1200,f1
98637,1220,f1
98637,1240,f1
98637,1260,f1
98637,1280,f1
98637,1300,f1
98637,1320,f1
98637,1340,f1
98637,1360,f1
98637,1380,f1
98637,1400,f1
98638,1020,f1
98638,1040,f1
98638,1060,f1
98638,1080,f1
98638,1100,f1
98638,1120,f1
98638,1140,f1
98638,1160,f1
98638,1180,f1
98638,1200,f1
98638,1220,f1
98638,1240,f1
98638,1260,f1
98638,1280,f1
98638,1300,f1
98638,1320,f1
98638,1340,f1
98638,1360,f1
98638,1380,f1
98638,1400,f1
98639,1020,f1
98639,1040,f1
98639,1060,f1
98639,1080,f1
98639,1100,f1
98639,1120,f1
98639,1140,f1
98639,1160,f1
98639,1180,f1
98639,1200,f1
98639,1220,f1
98639,1240,f1
98639,1260,f1
98639,1280,f1
98639,1300,f1
98639,1320,f1
98639,1340,f1
98639,1360,f1
98639,1380,f1
98639,1400,f1
98640,1020,f1
98640,1040,f1
98640,1060,f1
98640,1080,f1
98640,1100,f1
98640,1120,f1
98640,1140,f1
98640,1160,f1
98640,1180,f1
98640,1200,f1
98640,1220,f1
98640,1240,f1
98640,1260,f1
98640,1280,f1
98640,1300,f1
98640,1320,f1
98640,1340,f1
98640,1360,f1
98640,1380,f1
98640,1400,f1
98641,1020,f1
98641,1040,f1
98641,1060,f1
98641,1080,f1
98641,1100,f1
98641,1120,f1
98641,1140,f1
98641,1160,f1
98641,1180,f1
98641,1200,f1
98641,1220,f1
98641,1240,f1
98641,1260,f1
98641,1280,f1
98641,1300,f1
98641,1320,f1
98641,1340,f1
98641,1360,f1
98641,1380,f1
98641,1400,f1
98642,1020,f1
98642,1040,f1
98642,1060,f1
98642,1080,f1
98642,1100,f1
98642,1120,f1
98642,1140,f1
98642,1160,f1
98642,1180,f1
98642,1200,f1
98642,1220,f1
98642,1240,f1
98642,1260,f1
98642,1280,f1
98642,1300,f1
98642,1320,f1
98642,1340,f1
98642,1360,f1
98642,1380,f1
98642,1400,f1
98643,1020,f1
98643,1040,f1
98643,1060,f1
98643,1080,f1
98643,1100,f1
98643,1120,f1
98643,1140,f1
98643,1160,f1
98643,1180,f1
98643,1200,f1
98643,1220,f1
98643,1240,f1
98643,1260,f1
98643,1280,f1
98643,1300,f1
98643,1320,f1
98643,1340,f1
98643,1360,f1
98643,1380,f1
98643,1400,f1
98644,1020,f1
98644,1040,f1
98644,1060,f1
98644,1080,f1
98644,1100,f1
98644,1120,f1
98644,1140,f1
98644,1160,f1
98644,1180,f1
98644,1200,f1
98644,1220,f1
98644,1240,f1
98644,1260,f1
98644,1280,f1
98644,1300,f1
98644,1320,f1
98644,1340,f1
98644,1360,f1
98644,1380,f1
98644,1400,f1
98645,1020,f1
98645,1040,f1
98645,1060,f1
98645,1080,f1
98645,1100,f1
98645,1120,f1
98645,1140,f1
98645,1160,f1
98645,1180,f1
98645,1200,f1
98645,1220,f1
98645,1240,f1
98645,1260,f1
98645,1280,f1
98645,1300,f1
98645,1320,f1
98645,1340,f1
98645,1360,f1
98645,1380,f1
98645,1400,f1
98646,1020,f1
98646,1040,f1
98646,1060,f1
98646,1080,f1
98646,1100,f1
98646,1120,f1
98646,1140,f1
98646,1160,f1
98646,1180,f1
98646,1200,f1
98646,1220,f1
98646,1240,f1
98646,1260,f1
98646,1280,f1
98646,1300,f1
98646,1320,f1
98646,1340,f1
98646,1360,f1
98646,1380,f1
98646,1400,f1
98647,1020,f1
98647,1040,f1
98647,1060,f1
98647,1080,f1
98647,1100,f1
98647,1120,f1
98647,1140,f1
98647,1160,f1
98647,1180,f1
98647,1200,f1
98647,1220,f1
98647,1240,f1
98647,1260,f1
98647,1280,f1
98647,1300,f1
98647,1320,f1
98647,1340,f1
98647,1360,f1
98647,1380,f1
98647,1400,f1
98648,1020,f1
98648,1040,f1
98648,1060,f1
98648,1080,f1
98648,1100,f1
98648,1120,f1
98648,1140,f1
98648,1160,f1
98648,1180,f1
98648,1200,f1
98648,1220,f1
98648,1240,f1
98648,1260,f1
98648,1280,f1
98648,1300,f1
98648,1320,f1
98648,1340,f1
98648,1360,f1
98648,1380,f1
98648,1400,f1
98649,1020,f1
98649,1040,f1
98649,1060,f1
98649,1080,f1
98649,1100,f1
98649,1120,f1
98649,1140,f1
98649,1160,f1
98649,1180,f1
98649,1200,f1
98649,1220,f1
98649,1240,f1
98649,1260,f1
98649,1280,f1
98649,1300,f1
98649,1320,f1
98649,1340,f1
98649,1360,f1
98649,1380,f1
98649,1400,f1
98650,1020,f1
98650,1040,f1
98650,1060,f1
98650,1080,f1
98650,1100,f1
98650,1120,f1
98650,1140,f1
98650,1160,f1
98650,1180,f1
98650,1200,f1
98650,1220,f1
98650,1240,f1
98650,1260,f1
98650,1280,f1
98650,1300,f1
98650,1320,f1
98650,1340,f1
98650,1360,f1
98650,1380,f1
98650,1400,f1
98651,1020,f1
98651,1040,f1
98651,1060,f1
98651,1080,f1
98651,1100,f1
98651,1120,f1
98651,1140,f1
98651,1160,f1
98651,1180,f1
98651,1200,f1
98651,1220,f1
98651,1240,f1
98651,1260,f1
98651,1280,f1
98651,1300,f1
98651,1320,f1
98651,1340,f1
98651,1360,f1
98651,1380,f1
98651,1400,f1
98652,1020,f1
98652,1040,f1
98652,1060,f1
98652,1080,f1
98652,1100,f1
98652,1120,f1
98652,1140,f1
98652,1160,f1
98652,1180,f1
98652,1200,f1
98652,1220,f1
98652,1240,f1
98652,1260,f1
98652,1280,f1
98652,1300,f1
98652,1320,f1
98652,1340,f1
98652,1360,f1
98652,1380,f1
98652,1400,f1
98653,1020,f1
98653,1040,f1
98653,1060,f1
98653,1080,f1
98653,1100,f1
98653,1120,f1
98653,1140,f1
98653,1160,f1
98653,1180,f1
98653,1200,f1
98653,1220,f1
98653,1240,f1
98653,1260,f1
98653,1280,f1
98653,1300,f1
98653,1320,f1
98653,1340,f1
98653,1360,f1
98653,1380,f1
98653,1400,f1
98654,1020,f1
98654,1040,f1
98654,1060,f1
98654,1080,f1
98654,1100,f1
98654,1120,f1
98654,1140,f1
98654,1160,f1
98654,1180,f1
98654,1200,f1
98654,1220,f1
98654,1240,f1
98654,1260,f1
98654,1280,f1
98654,1300,f1
98654,1320,f1
98654,1340,f1
98654,1360,f1
98654,1380,f1
98654,1400,f1
98655,1020,f1
98655,1040,f1
98655,1060,f1
98655,1080,f1
98655,1100,f1
98655,1120,f1
98655,1140,f1
98655,1160,f1
98655,1180,f1
98655,1200,f1
98655,1220,f1
98655,1240,f1
98655,1260,f1
98655,1280,f1
98655,1300,f1
98655,1320,f1
98655,1340,f1
98655,1360,f1
98655,1380,f1
98655,1400,f1
98656,1020,f1
98656,1040,f1
98656,1060,f1
98656,1080,f1
98656,1100,f1
98656,1120,f1
98656,1140,f1
98656,1160,f1
98656,1180,f1
98656,1200,f1
98656,1220,f1
98656,1240,f1
98656,1260,f1
98656,1280,f1
98656,1300,f1
98656,1320,f1
98656,1340,f1
98656,1360,f1
98656,1380,f1
98656,1400,f1
98657,1020,f1
98657,1040,f1
98657,1060,f1
98657,1080,f1
98657,1100,f1
98657,1120,f1
98657,1140,f1
98657,1160,f1
98657,1180,f1
98657,1200,f1
98657,1220,f1
98657,1240,f1
98657,1260,f1
98657,1280,f1
98657,1300,f1
98657,1320,f1
98657,1340,f1
98657,1360,f1
98657,1380,f1
98657,1400,f1
98658,1020,f1
98658,1040,f1
98658,1060,f1
98658,1080,f1
98658,1100,f1
98658,1120,f1
98658,1140,f1
98658,1160,f1
98658,1180,f1
98658,1200,f1
98658,1220,f1
98658,1240,f1
98658,1260,f1
98658,1280,f1
98658,1300,f1
98658,1320,f1
98658,1340,f1
98658,1360,f1
98658,1380,f1
98658,1400,f1
98659,1020,f1
98659,1040,f1
98659,1060,f1
98659,1080,f1
98659,1100,f1
98659,1120,f1
98659,1140,f1
98659,1160,f1
98659,1180,f1
98659,1200,f1
98659,1220,f1
98659,1240,f1
98659,1260,f1
98659,1280,f1
98659,1300,f1
98659,1320,f1
98659,1340,f1
98659,1360,f1
98659,1380,f1
98659,1400,f1
98660,1020,f1
98660,1040,f1
98660,1060,f1
98660,1080,f1
98660,1100,f1
98660,1120,f1
98660,1140,f1
98660,1160,f1
98660,1180,f1
98660,1200,f1
98660,1220,f1
98660,1240,f1
98660,1260,f1
98660,1280,f1
98660,1300,f1
98660,1320,f1
98660,1340,f1
98660,1360,f1
98660,1380,f1
98660,1400,f1
98661,1020,f1
98661,1040,f1
98661,1060,f1
98661,1080,f1
98661,1100,f1
98661,1120,f1
98661,1140,f1
98661,1160,f1
98661,1180,f1
98661,1200,f1
98661,1220,f1
98661,1240,f1
98661,1260,f1
98661,1280,f1
98661,1300,f1
98661,1320,f1
98661,1340,f1
98661,1360,f1
98661,1380,f1
98661,1400,f1
98662,1020,f1
98662,1040,f1
98662,1060,f1
98662,1080,f1
98662,1100,f1
98662,1120,f1
98662,1140,f1
98662,1160,f1
98662,1180,f1
98662,1200,f1
98662,1220,f1
98662,1240,f1
98662,1260,f1
98662,1280,f1
98662,1300,f1
98662,1320,f1
98662,1340,f1
98662,1360,f1
98662,1380,f1
98662,1400,f1
98663,1020,f1
98663,1040,f1
98663,1060,f1
98663,1080,f1
98663,1100,f1
98663,1120,f1
98663,1140,f1
98663,1160,f1
98663,1180,f1
98663,1200,f1
98663,1220,f1
98663,1240,f1
98663,1260,f1
98663,1280,f1
98663,1300,f1
98663,1320,f1
98663,1340,f1
98663,1360,f1
98663,1380,f1
98663,1400,f1
98664,1020,f1
98664,1040,f1
98664,1060,f1
98664,1080,f1
98664,1100,f1
98664,1120,f1
98664,1140,f1
98664,1160,f1
98664,1180,f1
98664,1200,f1
98664,1220,f1
98664,1240,f1
98664,1260,f1
98664,1280,f1
98664,1300,f1
98664,1320,f1
98664,1340,f1
98664,1360,f1
98664,1380,f1
98664,1400,f1
98665,1020,f1
98665,1040,f1
98665,1060,f1
98665,1080,f1
98665,1100,f1
98665,1120,f1
98665,1140,f1
98665,1160,f1
98665,1180,f1
98665,1200,f1
98665,1220,f1
98665,1240,f1
98665,1260,f1
98665,1280,f1
98665,1300,f1
98665,1320,f1
98665,1340,f1
98665,1360,f1
98665,1380,f1
98665,1400,f1
98666,1020,f1
98666,1040,f1
98666,1060,f1
98666,1080,f1
98666,1100,f1
98666,1120,f1
98666,1140,f1
98666,1160,f1
98666,1180,f1
98666,1200,f1
98666,1220,f1
98666,1240,f1
98666,1260,f1
98666,1280,f1
98666,1300,f1
98666,1320,f1
98666,1340,f1
98666,1360,f1
98666,1380,f1
98666,1400,f1
98667,1020,f1
98667,1040,f1
98667,1060,f1
98667,1080,f1
98667,1100,f1
98667,1120,f1
98667,1140,f1
98667,1160,f1
98667,1180,f1
98667,1200,f1
98667,1220,f1
98667,1240,f1
98667,1260,f1
98667,1280,f1
98667,1300,f1
98667,1320,f1
98667,1340,f1
98667,1360,f1
98667,1380,f1
98667,1400,f1
98668,1020,f1
98668,1040,f1
98668,1060,f1
98668,1080,f1
98668,1100,f1
98668,1120,f1
98668,1140,f1
98668,1160,f1
98668,1180,f1
98668,1200,f1
98668,1220,f1
98668,1240,f1
98668,1260,f1
98668,1280,f1
98668,1300,f1
98668,1320,f1
98668,1340,f1
98668,1360,f1
98668,1380,f1
98668,1400,f1
98669,1020,f1
98669,1040,f1
98669,1060,f1
98669,1080,f1
98669,1100,f1
98669,1120,f1
98669,1140,f1
98669,1160,f1
98669,1180,f1
98669,1200,f1
98669,1220,f1
98669,1240,f1
98669,1260,f1
98669,1280,f1
98669,1300,f1
98669,1320,f1
98669,1340,f1
98669,1360,f1
98669,1380,f1
98669,1400,f1
98670,1020,f1
98670,1040,f1
98670,1060,f1
98670,1080,f1
98670,1100,f1
98670,1120,f1
98670,1140,f1
98670,1160,f1
98670,1180,f1
98670,1200,f1
98670,1220,f1
98670,1240,f1
98670,1260,f1
98670,1280,f1
98670,1300,f1
98670,1320,f1
98670,1340,f1
98670,1360,f1
98670,1380,f1
98670,1400,f1
98671,1020,f1
98671,1040,f1
98671,1060,f1
98671,1080,f1
98671,1100,f1
98671,1120,f1
98671,1140,f1
98671,1160,f1
98671,1180,f1
98671,1200,f1
98671,1220,f1
98671,1240,f1
98671,1260,f1
98671,1280,f1
98671,1300,f1
98671,1320,f1
98671,1340,f1
98671,1360,f1
98671,1380,f1
98671,1400,f1
98672,1020,f1
98672,1040,f1
98672,1060,f1
98672,1080,f1
98672,1100,f1
98672,1120,f1
98672,1140,f1
98672,1160,f1
98672,1180,f1
98672,1200,f1
98672,1220,f1
98672,1240,f1
98672,1260,f1
98672,1280,f1
98672,1300,f1
98672,1320,f1
98672,1340,f1
98672,1360,f1
98672,1380,f1
98672,1400,f1
98673,1020,f1
98673,1040,f1
98673,1060,f1
98673,1080,f1
98673,1100,f1
98673,1120,f1
98673,1140,f1
98673,1160,f1
98673,1180,f1
98673,1200,f1
98673,1220,f1
98673,1240,f1
98673,1260,f1
98673,1280,f1
98673,1300,f1
98673,1320,f1
98673,1340,f1
98673,1360,f1
98673,1380,f1
98673,1400,f1
98674,1020,f1
98674,1040,f1
98674,1060,f1
98674,1080,f1
98674,1100,f1
98674,1120,f1
98674,1140,f1
98674,1160,f1
98674,1180,f1
98674,1200,f1
98674,1220,f1
98674,1240,f1
98674,1260,f1
98674,1280,f1
98674,1300,f1
98674,1320,f1
98674,1340,f1
98674,1360,f1
98674,1380,f1
98674,1400,f1
98675,1020,f1
98675,1040,f1
98675,1060,f1
98675,1080,f1
98675,1100,f1
98675,1120,f1
98675,1140,f1
98675,1160,f1
98675,1180,f1
98675,1200,f1
98675,1220,f1
98675,1240,f1
98675,1260,f1
98675,1280,f1
98675,1300,f1
98675,1320,f1
98675,1340,f1
98675,1360,f1
98675,1380,f1
98675,1400,f1
98676,1020,f1
98676,1040,f1
98676,1060,f1
98676,1080,f1
98676,1100,f1
98676,1120,f1
98676,1140,f1
98676,1160,f1
98676,1180,f1
98676,1200,f1
98676,1220,f1
98676,1240,f1
98676,1260,f1
98676,1280,f1
98676,1300,f1
98676,1320,f1
98676,1340,f1
98676,1360,f1
98676,1380,f1
98676,1400,f1
98677,1020,f1
98677,1040,f1
98677,1060,f1
98677,1080,f1
98677,1100,f1
98677,1120,f1
98677,1140,f1
98677,1160,f1
98677,1180,f1
98677,1200,f1
98677,1220,f1
98677,1240,f1
98677,1260,f1
98677,1280,f1
98677,1300,f1
98677,1320,f1
98677,1340,f1
98677,1360,f1
98677,1380,f1
98677,1400,f1
98678,1020,f1
98678,1040,f1
98678,1060,f1
98678,1080,f1
98678,1100,f1
98678,1120,f1
98678,1140,f1
98678,1160,f1
98678,1180,f1
98678,1200,f1
98678,1220,f1
98678,1240,f1
98678,1260,f1
98678,1280,f1
98678,1300,f1
98678,1320,f1
98678,1340,f1
98678,1360,f1
98678,1380,f1
98678,1400,f1
98679,1020,f1
98679,1040,f1
98679,1060,f1
98679,1080,f1
98679,1100,f1
98679,1120,f1
98679,1140,f1
98679,1160,f1
98679,1180,f1
98679,1200,f1
98679,1220,f1
98679,1240,f1
98679,1260,f1
98679,1280,f1
98679,1300,f1
98679,1320,f1
98679,1340,f1
98679,1360,f1
98679,1380,f1
98679,1400,f1
98680,1020,f1
98680,1040,f1
98680,1060,f1
98680,1080,f1
98680,1100,f1
98680,1120,f1
98680,1140,f1
98680,1160,f1
98680,1180,f1
98680,1200,f1
98680,1220,f1
98680,1240,f1
98680,1260,f1
98680,1280,f1
98680,1300,f1
98680,1320,f1
98680,1340,f1
98680,1360,f1
98680,1380,f1
98680,1400,f1
98681,1020,f1
98681,1040,f1
98681,1060,f1
98681,1080,f1
98681,1100,f1
98681,1120,f1
98681,1140,f1
98681,1160,f1
98681,1180,f1
98681,1200,f1
98681,1220,f1
98681,1240,f1
98681,1260,f1
98681,1280,f1
98681,1300,f1
98681,1320,f1
98681,1340,f1
98681,1360,f1
98681,1380,f1
98681,1400,f1
98682,1020,f1
98682,1040,f1
98682,1060,f1
98682,1080,f1
98682,1100,f1
98682,1120,f1
98682,1140,f1
98682,1160,f1
98682,1180,f1
98682,1200,f1
98682,1220,f1
98682,1240,f1
98682,1260,f1
98682,1280,f1
98682,1300,f1
98682,1320,f1
98682,1340,f1
98682,1360,f1
98682,1380,f1
98682,1400,f1
98683,1020,f1
98683,1040,f1
98683,1060,f1
98683,1080,f1
98683,1100,f1
98683,1120,f1
98683,1140,f1
98683,1160,f1
98683,1180,f1
98683,1200,f1
98683,1220,f1
98683,1240,f1
98683,1260,f1
98683,1280,f1
98683,1300,f1
98683,1320,f1
98683,1340,f1
98683,1360,f1
98683,1380,f1
98683,1400,f1
98684,1020,f1
98684,1040,f1
98684,1060,f1
98684,1080,f1
98684,1100,f1
98684,1120,f1
98684,1140,f1
98684,1160,f1
98684,1180,f1
98684,1200,f1
98684,1220,f1
98684,1240,f1
98684,1260,f1
98684,1280,f1
98684,1300,f1
98684,1320,f1
98684,1340,f1
98684,1360,f1
98684,1380,f1
98684,1400,f1
98685,1020,f1
98685,1040,f1
98685,1060,f1
98685,1080,f1
98685,1100,f1
98685,1120,f1
98685,1140,f1
98685,1160,f1
98685,1180,f1
98685,1200,f1
98685,1220,f1
98685,1240,f1
98685,1260,f1
98685,1280,f1
98685,1300,f1
98685,1320,f1
98685,1340,f1
98685,1360,f1
98685,1380,f1
98685,1400,f1
98686,1020,f1
98686,1040,f1
98686,1060,f1
98686,1080,f1
98686,1100,f1
98686,1120,f1
98686,1140,f1
98686,1160,f1
98686,1180,f1
98686,1200,f1
98686,1220,f1
98686,1240,f1
98686,1260,f1
98686,1280,f1
98686,1300,f1
98686,1320,f1
98686,1340,f1
98686,1360,f1
98686,1380,f1
98686,1400,f1
98687,1020,f1
98687,1040,f1
98687,1060,f1
98687,1080,f1
98687,1100,f1
98687,1120,f1
98687,1140,f1
98687,1160,f1
98687,1180,f1
98687,1200,f1
98687,1220,f1
98687,1240,f1
98687,1260,f1
98687,1280,f1
98687,1300,f1
98687,1320,f1
98687,1340,f1
98687,1360,f1
98687,1380,f1
98687,1400,f1
98688,1020,f1
98688,1040,f1
98688,1060,f1
98688,1080,f1
98688,1100,f1
98688,1120,f1
98688,1140,f1
98688,1160,f1
98688,1180,f1
98688,1200,f1
98688,1220,f1
98688,1240,f1
98688,1260,f1
98688,1280,f1
98688,1300,f1
98688,1320,f1
98688,1340,f1
98688,1360,f1
98688,1380,f1
98688,1400,f1
98689,1020,f1
98689,1040,f1
98689,1060,f1
98689,1080,f1
98689,1100,f1
98689,1120,f1
98689,1140,f1
98689,1160,f1
98689,1180,f1
98689,1200,f1
98689,1220,f1
98689,1240,f1
98689,1260,f1
98689,1280,f1
98689,1300,f1
